"","gender","home_location","level_of_education","age_years","number_of_subjects","devices_used","economic_status","family_size","internet_facility","sport_engagement","elder_supervising","study_time","sleep_time","social_media_time","gaming_interest","separate_room_study","group_study_engagement","average_mark_score","online_mode_interaction","interested","performance_level","satisfaction_level"
"771","Male","Urban","Under Graduate","21","7","Laptop","Middle Class","6","4","Yes","Yes","10","8","1","Yes","Yes","yes","71-80","4","Both","8","Good"
"772","Male","Urban","Under Graduate","18","8","Laptop","Middle Class","5","3","No","Yes","1","7","2","No","No","No","71-80","3","Practical","8","Average"
"773","Female","Urban","School","19","6","Laptop","Middle Class","4","4","No","Yes","4","6","1","No","Yes","No","81-90","4","Both","8","Good"
"774","Male","Urban","Under Graduate","19","5","Mobile","Middle Class","6","4","Yes","Yes","3","8","4","Yes","Yes","No","71-80","4","Practical","7","Average"
"775","Male","Rural","Under Graduate","19","5","Mobile","Middle Class","4","4","No","Yes","8","8","2","Yes","No","No","71-80","3","Practical","7","Average"
"776","Male","Urban","Under Graduate","19","6","Mobile","Middle Class","4","4","No","Yes","4","8","3","Yes","No","No","71-80","5","Practical","8","Good"
"777","Female","Urban","Under Graduate","19","7","Laptop","Rich","5","5","No","No","10","8","2","No","Yes","No","91-100","3","Practical","9","Bad"
"778","Female","Rural","Under Graduate","18","7","Mobile","Middle Class","7","2","No","No","5","8","2","No","No","yes","71-80","4","Theory","6","Average"
"779","Male","Urban","Under Graduate","20","7","Mobile","Middle Class","4","3","No","No","2","8","1","Yes","No","No","81-90","2","Practical","7","Average"
"780","Female","Urban","Under Graduate","20","7","Laptop","Middle Class","4","4","No","Yes","6","8","4","No","Yes","yes","71-80","4","Theory","8","Average"
"781","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","4","4","No","No","2","7","1","Yes","Yes","yes","81-90","4","Both","8","Average"
"782","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","4","No","No","3","6","3","Yes","Yes","yes","81-90","1","Both","6","Bad"
"783","Male","Urban","Under Graduate","19","7","Laptop","Middle Class","2","4","No","No","1","8","2","Yes","No","yes","71-80","1","Practical","4","Bad"
"784","Female","Rural","Under Graduate","18","6","Mobile","Middle Class","10","3","Yes","Yes","6","8","4","Yes","Yes","No","81-90","3","Theory","9","Average"
"785","Male","Rural","Under Graduate","19","6","Mobile","Middle Class","6","4","Yes","Yes","3","8","2","No","No","No","71-80","4","Theory","9","Good"
"786","Male","Urban","Under Graduate","19","7","Laptop","Middle Class","3","1","Yes","Yes","2","8","1","Yes","Yes","yes","71-80","1","Practical","2","Bad"
"787","Male","Rural","Under Graduate","19","7","Mobile","Poor","5","3","Yes","Yes","6","8","1","Yes","Yes","No","91-100","2","Practical","8","Average"
"788","Female","Rural","Under Graduate","18","7","Mobile","Middle Class","5","3","No","Yes","6","7","5","No","No","No","61-70","3","Theory","7","Good"
"789","Male","Urban","Under Graduate","19","6","Laptop","Middle Class","4","3","No","Yes","2","6","1","No","No","No","81-90","4","Both","8","Average"
"790","Female","Urban","Under Graduate","18","7","Mobile","Middle Class","3","5","Yes","Yes","6","7","2","Yes","Yes","No","81-90","5","Both","10","Good"
"791","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","4","2","No","No","2","8","1","No","No","yes","81-90","2","Practical","7","Average"
"792","Male","Urban","Under Graduate","18","7","Laptop","Middle Class","4","1","No","Yes","3","7","2","No","Yes","yes","71-80","2","Practical","4","Average"
"793","Female","Urban","Under Graduate","18","7","Laptop","Middle Class","4","3","No","Yes","5","6","2","No","Yes","No","91-100","3","Practical","7","Good"
"794","Male","Urban","Under Graduate","19","7","Laptop","Middle Class","5","2","No","No","4","4","1","Yes","Yes","No","91-100","1","Practical","6","Bad"
"795","Male","Rural","School","19","7","Laptop","Middle Class","9","3","No","No","10","8","3","Yes","No","No","81-90","2","Practical","6","Average"
"796","Female","Urban","Under Graduate","19","7","Mobile","Middle Class","4","3","Yes","No","5","8","3","No","No","No","81-90","4","Theory","8","Average"
"797","Female","Rural","Under Graduate","19","7","Laptop","Middle Class","5","4","No","No","7","9","3","No","Yes","No","71-80","4","Theory","8","Average"
"798","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","3","4","No","No","3","7","3","Yes","Yes","yes","61-70","3","Theory","7","Good"
"799","Female","Rural","Under Graduate","18","5","Laptop","Middle Class","8","3","Yes","Yes","9","5","2","Yes","Yes","yes","91-100","3","Practical","6","Average"
"800","Female","Rural","Under Graduate","20","8","Laptop","Middle Class","6","2","No","Yes","8","6","2","No","Yes","No","81-90","3","Practical","6","Bad"
"801","Male","Urban","Under Graduate","18","5","Laptop","Middle Class","3","3","No","Yes","3","8","3","No","No","No","71-80","3","Both","10","Average"
"802","Female","Urban","Under Graduate","20","13","Mobile","Middle Class","8","2","No","Yes","4","5","2","No","No","yes","61-70","3","Theory","7","Good"
"803","Male","Urban","Under Graduate","20","8","Mobile","Middle Class","5","4","Yes","No","3","6","2","Yes","Yes","No","71-80","4","Theory","7","Good"
"804","Male","Urban","Under Graduate","20","13","Mobile","Middle Class","4","1","No","Yes","5","6","2","Yes","No","yes","71-80","3","Practical","9","Average"
"805","Male","Rural","Under Graduate","18","5","Laptop","Middle Class","4","4","No","No","1","7","2","Yes","No","No","51-60","4","Theory","7","Average"
"806","Male","Urban","Under Graduate","20","8","Mobile","Middle Class","5","3","Yes","No","7","8","2","Yes","No","yes","61-70","3","Both","8","Average"
"807","Male","Rural","Post Graduate","20","7","Laptop","Middle Class","4","5","No","Yes","4","8","3","Yes","Yes","No","51-60","5","Theory","10","Good"
"808","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","3","4","No","No","7","7","4","No","No","No","81-90","2","Practical","8","Average"
"809","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","4","3","Yes","No","7","7","2","Yes","No","No","71-80","3","Theory","7","Average"
"810","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","4","2","No","Yes","3","6","2","Yes","Yes","yes","61-70","2","Practical","4","Average"
"811","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","5","3","No","Yes","2","8","4","Yes","Yes","No","71-80","3","Theory","6","Good"
"812","Female","Rural","Under Graduate","18","6","Mobile","Middle Class","4","3","No","Yes","1","8","3","Yes","Yes","No","91-100","3","Practical","7","Average"
"813","Male","Urban","Under Graduate","20","7","Mobile","Middle Class","5","3","No","No","2","7","1","No","Yes","No","71-80","3","Both","8","Good"
"814","Female","Urban","Under Graduate","20","7","Mobile","Middle Class","5","3","No","Yes","6","8","4","No","No","yes","71-80","3","Theory","6","Average"
"815","Male","Rural","Under Graduate","20","8","Mobile","Middle Class","4","3","Yes","No","6","6","1","No","Yes","No","61-70","5","Theory","7","Good"
"816","Male","Urban","Under Graduate","18","6","Laptop","Middle Class","4","3","No","Yes","4","8","3","Yes","Yes","No","71-80","3","Theory","8","Good"
"817","Male","Rural","Under Graduate","23","7","Laptop","Middle Class","4","4","No","No","4","7","4","No","Yes","yes","81-90","4","Practical","9","Good"
"818","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","3","3","No","No","2","8","1","No","Yes","yes","61-70","3","Practical","7","Average"
"819","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","4","3","Yes","No","7","7","2","No","Yes","No","71-80","3","Theory","5","Good"
"820","Male","Rural","School","17","7","Laptop","Middle Class","4","3","No","Yes","3","8","4","Yes","No","No","91-100","2","Both","9","Good"
"821","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","7","3","Yes","No","1","9","4","Yes","Yes","No","51-60","1","Practical","3","Average"
"822","Male","Rural","Under Graduate","20","8","Mobile","Middle Class","4","4","No","No","1","8","1","No","Yes","No","71-80","4","Theory","10","Good"
"823","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","4","3","No","Yes","5","7","3","Yes","Yes","yes","51-60","4","Theory","8","Good"
"824","Male","Urban","Under Graduate","19","12","Laptop","Middle Class","4","4","No","Yes","5","8","3","Yes","Yes","No","71-80","3","Practical","6","Average"
"825","Male","Rural","Under Graduate","20","13","Mobile","Middle Class","4","2","No","No","3","6","3","No","No","yes","71-80","2","Theory","6","Bad"
"826","Male","Urban","Under Graduate","21","8","Mobile","Middle Class","10","4","No","Yes","2","8","1","Yes","Yes","yes","61-70","3","Theory","5","Good"
"827","Male","Rural","Under Graduate","21","7","Mobile","Middle Class","6","2","No","No","2","6","1","No","No","No","61-70","4","Theory","8","Good"
"828","Male","Rural","Under Graduate","18","5","Mobile","Middle Class","4","3","No","No","1","7","2","No","No","No","51-60","3","Theory","7","Average"
"829","Male","Urban","Under Graduate","20","7","Mobile","Middle Class","4","2","Yes","Yes","5","8","2","No","No","No","61-70","4","Theory","10","Good"
"830","Male","Rural","Under Graduate","20","13","Mobile","Middle Class","3","2","No","No","4","7","5","Yes","No","No","61-70","3","Theory","5","Bad"
"831","Male","Urban","Under Graduate","19","13","Laptop","Middle Class","4","3","No","No","2","7","3","Yes","Yes","No","61-70","5","Practical","7","Good"
"832","Male","Urban","Post Graduate","18","12","Mobile","Middle Class","10","5","No","No","4","8","2","Yes","Yes","No","51-60","5","Theory","10","Good"
"833","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","4","4","No","No","5","7","3","Yes","Yes","No","81-90","4","Theory","7","Good"
"834","Male","Urban","Under Graduate","18","6","Mobile","Poor","4","2","No","No","4","6","2","No","No","No","71-80","2","Practical","4","Bad"
"835","Male","Urban","Under Graduate","19","7","Laptop","Middle Class","6","5","Yes","Yes","4","7","10","No","No","yes","81-90","5","Practical","7","Bad"
"836","Male","Urban","Under Graduate","18","6","Laptop","Middle Class","4","5","Yes","No","3","7","2","Yes","Yes","No","71-80","3","Practical","7","Bad"
"837","Male","Rural","School","20","7","Mobile","Middle Class","4","3","No","No","4","7","2","Yes","No","yes","71-80","4","Theory","9","Good"
"838","Female","Urban","Under Graduate","19","7","Laptop","Middle Class","4","3","No","No","8","7","2","Yes","No","No","71-80","4","Practical","6","Average"
"839","Male","Urban","Under Graduate","17","5","Laptop","Middle Class","3","4","Yes","No","2","7","3","No","Yes","No","71-80","1","Theory","3","Bad"
"840","Male","Rural","Under Graduate","17","12","Laptop","Middle Class","3","4","Yes","Yes","3","8","1","No","Yes","yes","61-70","4","Practical","6","Average"
"841","Male","Rural","Under Graduate","19","6","Mobile","Middle Class","4","2","Yes","No","2","7","1","Yes","Yes","No","51-60","1","Theory","4","Average"
"842","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","5","4","Yes","Yes","2","7","2","Yes","Yes","No","61-70","2","Theory","5","Average"
"843","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","6","4","No","No","1","8","1","Yes","Yes","No","71-80","4","Theory","8","Good"
"844","Male","Rural","Under Graduate","18","7","Mobile","Middle Class","4","2","No","No","5","7","3","No","No","No","81-90","3","Practical","7","Average"
"845","Male","Rural","Under Graduate","22","7","Mobile","Middle Class","8","3","No","No","3","8","3","Yes","Yes","No","71-80","3","Both","7","Good"
"846","Female","Urban","Under Graduate","19","6","Mobile","Middle Class","3","3","No","No","6","7","2","No","No","yes","61-70","3","Theory","7","Average"
"847","Male","Urban","Under Graduate","20","7","Laptop","Middle Class","5","4","Yes","Yes","3","6","1","Yes","Yes","yes","71-80","3","Both","8","Bad"
"848","Male","Rural","Under Graduate","20","6","Laptop","Middle Class","4","4","Yes","Yes","3","8","3","Yes","No","yes","71-80","3","Theory","6","Average"
"849","Female","Urban","Post Graduate","20","7","Laptop","Middle Class","4","3","No","Yes","5","7","3","Yes","No","No","71-80","3","Both","8","Average"
"850","Male","Rural","School","18","7","Laptop","Poor","4","2","No","No","7","7","3","No","No","No","61-70","3","Theory","7","Good"
"851","Male","Rural","Under Graduate","19","6","Laptop","Middle Class","4","3","No","Yes","2","7","2","Yes","No","No","71-80","1","Theory","8","Good"
"852","Male","Urban","Post Graduate","20","8","Laptop","Middle Class","4","5","Yes","No","5","2","2","Yes","No","yes","61-70","3","Practical","8","Good"
"853","Female","Rural","Post Graduate","19","20","Laptop","Middle Class","4","4","No","No","2","8","1","No","No","No","81-90","3","Theory","5","Average"
"854","Male","Urban","Under Graduate","18","7","Laptop","Middle Class","4","3","No","No","3","8","5","No","Yes","No","71-80","2","Both","6","Good"
"855","Male","Rural","Under Graduate","20","5","Mobile","Middle Class","10","4","Yes","Yes","4","7","5","Yes","No","yes","61-70","4","Practical","8","Good"
"856","Female","Urban","Under Graduate","19","8","Laptop","Middle Class","5","5","No","No","4","7","5","No","Yes","No","71-80","3","Theory","8","Average"
"857","Male","Urban","Under Graduate","20","5","Mobile","Middle Class","5","4","Yes","Yes","6","8","1","Yes","Yes","yes","81-90","3","Practical","5","Average"
"858","Female","Urban","Under Graduate","18","5","Mobile","Poor","6","3","No","Yes","6","5","1","Yes","Yes","yes","71-80","3","Practical","10","Average"
"859","Male","Urban","Under Graduate","21","8","Laptop","Middle Class","4","5","No","No","6","6","2","Yes","Yes","No","71-80","5","Practical","8","Average"
"860","Female","Rural","Under Graduate","19","7","Laptop","Middle Class","4","4","No","Yes","4","7","2","Yes","Yes","No","91-100","3","Practical","8","Average"
"861","Male","Urban","Under Graduate","21","8","Laptop","Middle Class","5","4","No","Yes","6","7","3","Yes","Yes","No","71-80","4","Both","6","Average"
"862","Male","Rural","Under Graduate","20","20","Laptop","Middle Class","4","4","Yes","Yes","6","8","2","Yes","Yes","yes","71-80","4","Theory","8","Good"
"863","Female","Rural","Under Graduate","19","7","Mobile","Middle Class","4","3","Yes","Yes","4","5","2","No","Yes","No","71-80","3","Theory","7","Average"
"864","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","5","3","Yes","No","3","7","2","Yes","No","yes","71-80","3","Theory","6","Good"
"865","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","5","3","No","Yes","6","1","2","Yes","Yes","yes","71-80","3","Both","7","Average"
"866","Male","Rural","Post Graduate","20","8","Laptop","Middle Class","5","4","Yes","Yes","3","6","3","No","No","yes","71-80","1","Practical","7","Bad"
"867","Male","Urban","Under Graduate","19","6","Laptop","Middle Class","4","5","Yes","Yes","4","6","3","Yes","Yes","No","71-80","3","Theory","6","Average"
"868","Female","Urban","Under Graduate","18","5","Mobile","Middle Class","4","4","Yes","Yes","4","6","5","No","No","yes","71-80","5","Both","8","Average"
"869","Male","Urban","Under Graduate","20","8","Mobile","Middle Class","5","4","Yes","Yes","2","6","1","No","No","No","71-80","4","Both","8","Average"
"870","Male","Urban","Under Graduate","19","7","Laptop","Middle Class","4","3","No","Yes","5","6","1","Yes","No","No","81-90","4","Both","8","Average"
"871","Male","Rural","Under Graduate","19","5","Mobile","Middle Class","5","2","No","No","2","8","1","Yes","Yes","No","81-90","2","Practical","7","Average"
"872","Female","Urban","Under Graduate","18","5","Laptop","Middle Class","4","1","No","No","1","10","10","Yes","No","yes","81-90","1","Both","6","Bad"
"873","Male","Urban","Under Graduate","19","7","Laptop","Middle Class","3","3","No","Yes","4","6","3","Yes","Yes","yes","81-90","3","Theory","6","Average"
"874","Male","Rural","Under Graduate","18","7","Mobile","Middle Class","4","4","No","No","5","8","2","Yes","No","No","71-80","4","Theory","8","Average"
"875","Male","Rural","Under Graduate","20","7","Mobile","Middle Class","4","4","No","Yes","9","8","3","No","No","No","71-80","3","Both","8","Average"
"876","Male","Urban","Under Graduate","19","6","Mobile","Middle Class","3","2","Yes","No","2","8","4","Yes","No","No","71-80","1","Both","5","Bad"
"877","Male","Rural","Under Graduate","19","7","Mobile","Middle Class","4","3","No","Yes","5","6","4","No","No","No","81-90","3","Theory","6","Average"
"878","Male","Urban","School","17","7","Desktop","Middle Class","3","4","Yes","Yes","2","6","1","Yes","Yes","yes","51-60","3","Practical","6","Average"
"879","Male","Rural","Under Graduate","17","8","Desktop","Middle Class","3","4","Yes","Yes","2","6","2","Yes","Yes","yes","51-60","2","Theory","8","Average"
"880","Female","Urban","Under Graduate","22","5","Laptop","Middle Class","3","3","No","No","4","8","7","No","Yes","No","71-80","3","Theory","6","Average"
"881","Female","Rural","Under Graduate","22","6","Mobile","Middle Class","6","3","Yes","Yes","4","6","3","Yes","Yes","yes","71-80","3","Practical","6","Average"
"882","Male","Urban","Under Graduate","28","4","Laptop","Middle Class","6","3","No","Yes","5","6","1","No","No","No","71-80","4","Both","8","Average"
"883","Male","Urban","Under Graduate","24","5","Laptop","Middle Class","5","4","Yes","No","2","8","1","Yes","No","No","61-70","3","Both","6","Average"
"884","Male","Rural","Post Graduate","22","6","Mobile","Middle Class","4","3","No","No","5","8","3","Yes","Yes","yes","61-70","3","Both","7","Average"
"885","Male","Rural","Post Graduate","25","5","Mobile","Middle Class","5","1","No","No","4","8","2","Yes","No","No","61-70","3","Practical","6","Bad"
"886","Male","Urban","Post Graduate","21","20","Laptop","Middle Class","4","5","Yes","No","1","8","10","Yes","Yes","No","41-50","1","Practical","2","Good"
"887","Male","Urban","Post Graduate","26","9","Laptop","Middle Class","6","4","Yes","Yes","1","5","10","Yes","No","yes","61-70","2","Practical","4","Average"
"888","Male","Urban","Post Graduate","21","20","Laptop","Middle Class","4","4","Yes","No","5","8","1","Yes","Yes","No","91-100","3","Both","8","Average"
"889","Female","Rural","Under Graduate","18","6","Mobile","Middle Class","4","4","No","Yes","2","6","2","Yes","No","No","71-80","4","Both","10","Good"
"890","Male","Urban","Post Graduate","18","12","Laptop","Middle Class","3","4","No","No","6","7","1","Yes","Yes","No","71-80","2","Practical","7","Average"
"891","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","4","3","No","No","1","6","3","Yes","No","yes","71-80","3","Theory","7","Good"
"892","Male","Rural","Under Graduate","18","8","Mobile","Poor","3","3","No","No","4","9","1","Yes","No","No","91-100","4","Theory","8","Average"
"893","Male","Rural","Under Graduate","17","5","Mobile","Poor","4","1","No","No","3","5","2","Yes","No","No","51-60","1","Practical","2","Bad"
"894","Female","Rural","Under Graduate","18","5","Mobile","Middle Class","6","3","No","No","4","8","3","Yes","Yes","yes","91-100","3","Practical","10","Good"
"895","Male","Rural","Under Graduate","17","5","Mobile","Middle Class","6","4","Yes","Yes","6","7","2","No","Yes","No","91-100","2","Practical","9","Average"
"896","Female","Urban","Under Graduate","17","5","Mobile","Middle Class","4","5","No","Yes","4","8","2","No","No","No","41-50","5","Theory","10","Good"
"897","Male","Urban","School","17","5","Mobile","Middle Class","4","3","Yes","Yes","4","6","2","Yes","Yes","No","81-90","1","Practical","8","Bad"
"898","Female","Urban","Under Graduate","18","5","Mobile","Middle Class","4","5","Yes","No","5","8","1","Yes","No","yes","41-50","5","Theory","10","Good"
"899","Female","Urban","Under Graduate","18","8","Mobile","Middle Class","4","5","No","Yes","8","8","1","No","Yes","No","81-90","5","Both","10","Good"
"900","Male","Rural","Under Graduate","17","5","Mobile","Middle Class","4","3","No","No","5","7","1","No","Yes","yes","81-90","3","Practical","8","Good"
"901","Female","Urban","Under Graduate","17","6","Mobile","Middle Class","4","5","No","Yes","4","8","2","No","No","No","41-50","5","Theory","10","Good"
"902","Female","Urban","Under Graduate","18","6","Mobile","Middle Class","4","5","No","Yes","4","8","2","No","No","No","81-90","3","Theory","4","Average"
"903","Female","Urban","Under Graduate","17","6","Mobile","Middle Class","4","5","No","Yes","5","8","2","No","No","No","41-50","5","Theory","10","Good"
"904","Male","Rural","Under Graduate","18","6","Mobile","Poor","3","3","Yes","No","8","8","1","No","Yes","No","71-80","3","Both","6","Average"
"905","Female","Rural","Under Graduate","18","8","Mobile","Poor","5","1","No","No","8","8","1","No","No","No","81-90","5","Theory","10","Average"
"906","Male","Rural","Under Graduate","17","6","Laptop","Middle Class","2","4","No","Yes","2","5","2","Yes","No","yes","41-50","2","Practical","3","Average"
"907","Male","Rural","Under Graduate","17","5","Mobile","Middle Class","4","3","No","Yes","1","10","10","Yes","No","yes","21-30","5","Practical","6","Average"
"908","Male","Rural","Under Graduate","18","10","Laptop","Middle Class","4","2","Yes","No","6","6","1","Yes","No","No","61-70","5","Practical","10","Good"
"909","Male","Rural","Under Graduate","18","5","Mobile","Middle Class","3","4","No","Yes","4","7","2","Yes","No","No","71-80","5","Theory","9","Good"
"910","Male","Urban","Under Graduate","17","5","Mobile","Middle Class","4","3","No","Yes","3","8","2","Yes","No","No","81-90","2","Theory","4","Average"
"911","Male","Rural","Under Graduate","17","7","Mobile","Middle Class","4","5","No","Yes","4","5","4","Yes","No","No","71-80","5","Theory","7","Good"
"912","Male","Rural","Under Graduate","18","5","Mobile","Poor","6","4","No","No","5","7","1","No","Yes","No","71-80","5","Theory","10","Good"
"913","Male","Rural","Under Graduate","18","7","Mobile","Middle Class","5","4","No","No","6","7","1","Yes","No","No","81-90","4","Theory","7","Good"
"914","Male","Rural","Under Graduate","17","7","Mobile","Middle Class","4","4","Yes","Yes","8","8","3","Yes","No","No","91-100","1","Both","2","Bad"
"915","Male","Rural","Under Graduate","18","7","Mobile","Middle Class","4","3","No","Yes","5","8","2","Yes","No","No","81-90","3","Both","8","Good"
"916","Female","Rural","Under Graduate","18","8","Mobile","Poor","4","3","No","Yes","2","8","1","No","No","yes","81-90","3","Both","6","Average"
"917","Female","Urban","Post Graduate","17","5","Laptop","Middle Class","4","5","No","No","3","8","1","No","Yes","yes","71-80","4","Theory","7","Good"
"918","Male","Rural","Under Graduate","18","7","Mobile","Poor","5","3","No","No","5","8","2","Yes","Yes","yes","61-70","4","Both","6","Average"
"919","Female","Rural","Under Graduate","19","5","Mobile","Middle Class","4","3","No","Yes","3","7","3","Yes","Yes","yes","81-90","1","Practical","4","Average"
"920","Female","Urban","Under Graduate","17","7","Mobile","Middle Class","4","4","Yes","Yes","5","9","3","Yes","No","No","91-100","3","Practical","9","Average"
"921","Female","Urban","Under Graduate","18","5","Mobile","Middle Class","4","1","No","Yes","1","7","1","No","No","No","91-100","1","Practical","5","Bad"
"922","Female","Urban","Under Graduate","18","5","Mobile","Middle Class","3","2","No","No","1","6","1","Yes","No","No","81-90","2","Practical","5","Bad"
"923","Female","Rural","Under Graduate","18","5","Mobile","Poor","6","3","No","No","4","6","1","No","No","No","91-100","5","Theory","6","Good"
"924","Female","Rural","Under Graduate","17","5","Mobile","Middle Class","5","3","No","No","1","7","1","Yes","No","No","91-100","2","Both","4","Average"
"925","Female","Rural","Under Graduate","17","5","Mobile","Middle Class","4","3","No","No","4","8","2","Yes","No","yes","81-90","3","Practical","7","Average"
"926","Female","Rural","Under Graduate","18","7","Mobile","Poor","5","2","No","No","2","7","2","No","No","No","91-100","3","Practical","5","Average"
"927","Female","Rural","Under Graduate","18","5","Mobile","Poor","6","5","No","No","6","6","1","No","No","No","91-100","3","Theory","6","Good"
"928","Male","Urban","Under Graduate","17","5","Mobile","Middle Class","6","5","Yes","No","4","7","2","Yes","No","yes","41-50","4","Practical","10","Good"
"929","Female","Rural","Under Graduate","18","7","Mobile","Poor","5","5","No","No","2","7","1","No","No","No","0-10","2","Theory","5","Average"
"930","Female","Urban","Under Graduate","17","5","Mobile","Middle Class","4","3","No","Yes","1","6","5","No","No","No","71-80","4","Practical","4","Average"
"931","Female","Rural","Under Graduate","18","5","Mobile","Poor","4","5","No","No","3","6","2","No","Yes","No","81-90","2","Theory","5","Good"
"932","Female","Urban","Under Graduate","18","5","Mobile","Poor","6","2","No","No","6","7","1","No","No","No","91-100","3","Both","3","Average"
"933","Male","Urban","Under Graduate","18","4","Mobile","Middle Class","4","4","No","Yes","1","8","10","No","Yes","No","51-60","1","Practical","4","Bad"
"934","Female","Urban","Under Graduate","18","4","Laptop","Middle Class","6","5","No","Yes","10","7","2","No","Yes","No","81-90","3","Practical","9","Average"
"935","Female","Rural","Under Graduate","19","6","Mobile","Middle Class","6","3","No","Yes","6","6","4","No","No","No","71-80","2","Practical","7","Average"
"936","Female","Rural","Under Graduate","17","7","Mobile","Poor","4","4","No","Yes","2","8","3","No","No","No","91-100","2","Practical","3","Bad"
"937","Male","Rural","Under Graduate","23","5","Laptop","Middle Class","5","4","Yes","Yes","3","7","4","Yes","No","yes","61-70","3","Practical","5","Average"
"938","Male","Urban","Under Graduate","21","6","Laptop","Middle Class","10","3","Yes","Yes","4","6","3","Yes","No","yes","71-80","4","Both","8","Good"
"939","Male","Urban","Under Graduate","21","5","Laptop","Poor","4","5","Yes","Yes","1","8","4","Yes","No","No","81-90","4","Practical","7","Bad"
"940","Female","Urban","Under Graduate","21","5","Mobile","Middle Class","4","4","No","No","4","10","3","No","Yes","yes","81-90","4","Practical","8","Average"
"941","Male","Urban","Under Graduate","18","6","Laptop","Middle Class","4","5","Yes","No","8","8","1","No","Yes","No","81-90","2","Both","8","Average"
"942","Female","Urban","Under Graduate","19","11","Mobile","Middle Class","4","5","No","No","3","10","8","Yes","No","No","81-90","1","Both","10","Good"
"943","Male","Rural","Under Graduate","19","11","Laptop","Middle Class","4","2","Yes","No","1","6","1","Yes","No","yes","61-70","2","Practical","6","Average"
"944","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","4","Yes","No","4","6","1","No","No","No","91-100","4","Both","7","Average"
"945","Male","Rural","Under Graduate","18","10","Laptop","Middle Class","4","4","Yes","Yes","8","8","3","Yes","Yes","No","81-90","4","Both","9","Good"
"946","Male","Urban","Under Graduate","21","12","Laptop","Middle Class","9","5","No","Yes","3","8","2","No","Yes","yes","61-70","5","Both","10","Good"
"947","Male","Rural","Under Graduate","19","9","Laptop","Middle Class","2","3","No","Yes","2","7","1","Yes","No","No","71-80","5","Both","10","Good"
"948","Male","Urban","Under Graduate","19","18","Laptop","Poor","4","5","No","Yes","10","8","1","Yes","Yes","yes","71-80","5","Both","9","Good"
"949","Male","Urban","Under Graduate","19","6","Laptop","Middle Class","4","4","No","Yes","7","6","1","Yes","Yes","No","71-80","2","Both","7","Average"
"950","Male","Urban","Under Graduate","20","5","Laptop","Middle Class","4","5","No","Yes","6","6","1","Yes","Yes","yes","71-80","2","Both","6","Bad"
"951","Male","Urban","Under Graduate","19","5","Mobile","Middle Class","4","3","Yes","Yes","3","9","1","Yes","No","yes","71-80","1","Both","7","Average"
"952","Male","Rural","Under Graduate","20","8","Mobile","Middle Class","4","4","Yes","Yes","4","8","3","Yes","No","No","81-90","2","Practical","10","Bad"
"953","Male","Urban","Under Graduate","19","6","Mobile","Middle Class","4","3","No","No","6","8","2","No","Yes","No","81-90","1","Both","2","Bad"
"954","Male","Rural","Under Graduate","20","8","Mobile","Middle Class","4","4","Yes","Yes","5","8","3","Yes","No","No","91-100","2","Practical","10","Bad"
"955","Female","Urban","Under Graduate","20","6","Laptop","Poor","6","4","Yes","No","4","7","1","Yes","No","yes","81-90","4","Both","6","Bad"
"956","Male","Urban","Under Graduate","20","6","Mobile","Middle Class","4","5","Yes","No","5","8","4","Yes","Yes","No","71-80","3","Practical","2","Bad"
"957","Male","Rural","Under Graduate","22","6","Mobile","Middle Class","6","1","Yes","No","1","7","2","No","No","No","71-80","2","Practical","3","Bad"
"958","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","6","3","No","Yes","4","7","3","Yes","No","yes","81-90","2","Practical","5","Bad"
"959","Male","Urban","Under Graduate","20","6","Laptop","Middle Class","4","2","No","No","10","4","1","Yes","No","No","71-80","1","Both","3","Bad"
"960","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","4","3","Yes","No","4","8","4","No","No","No","81-90","1","Theory","4","Average"
"961","Female","Rural","Under Graduate","22","6","Laptop","Middle Class","4","3","No","No","4","10","5","No","Yes","No","81-90","4","Both","8","Average"
"962","Female","Urban","Under Graduate","22","6","Laptop","Middle Class","4","4","No","No","5","5","3","No","No","No","71-80","2","Both","8","Average"
"963","Female","Urban","Under Graduate","19","6","Laptop","Middle Class","4","3","No","No","1","10","10","Yes","No","No","31-40","1","Practical","2","Bad"
